surprisal,sentence,sentence_type,spillover_position,token,token_number,sentence_number
2.771641731262207,Susan believes the Bible is a sword because it helps fight against temptation.,metaphor,spillover after, against,10,4
7.896880149841309,Susan believes the Bible is a sword because it helps fight against temptation.,metaphor,spillover after, temptation,11,4
1.0523717403411865,Susan believes the Bible is a sword because it helps fight against temptation.,metaphor,spillover after,.,12,4
12.921910285949707,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, believes,0,5
3.2615602016448975,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, the,1,5
9.893592834472656,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, Bible,2,5
2.148111343383789,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, is,3,5
9.147978782653809,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, like,4,5
1.1758613586425781,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, a,5,5
8.50846004486084,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, sword,6,5
9.11516284942627,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, because,7,5
1.5008107423782349,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, it,8,5
8.90607738494873,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, helps,9,5
6.436305046081543,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, fight,10,5
2.5872578620910645,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, against,11,5
6.782278537750244,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after, temptation,12,5
0.9361434578895569,Susan believes the Bible is like a sword because it helps fight against temptation.,simile,spillover after,.,13,5
5.494843006134033,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, it,0,6
9.414382934570312,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, helps,1,6
10.770744323730469,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, fight,2,6
5.178157806396484,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, against,3,6
12.22014331817627,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, temptation,4,6
1.2173641920089722,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before,",",5,6
16.048505783081055,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, Susan,6,6
9.220016479492188,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, believes,7,6
4.418534755706787,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, the,8,6
6.318419933319092,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, Bible,9,6
2.3604941368103027,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, is,10,6
3.1761491298675537,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, a,11,6
13.323075294494629,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before, sword,12,6
2.373263359069824,"Because it helps fight against temptation, Susan believes the Bible is a sword.",metaphor,spillover before,.,13,6
5.494843006134033,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, it,0,7
9.414382934570312,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, helps,1,7
10.770744323730469,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, fight,2,7
5.178157806396484,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, against,3,7
12.22014331817627,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, temptation,4,7
1.2173641920089722,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before,",",5,7
16.048505783081055,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, Susan,6,7
9.220016479492188,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, believes,7,7
4.418534755706787,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, the,8,7
6.318419933319092,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, Bible,9,7
2.3604941368103027,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, is,10,7
8.672428131103516,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, like,11,7
1.1571682691574097,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, a,12,7
8.03779125213623,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before, sword,13,7
1.9082975387573242,"Because it helps fight against temptation, Susan believes the Bible is like a sword.",simile,spillover before,.,14,7
10.653512001037598,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after,old,0,8
14.373210906982422,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, feels,1,8
17.970478057861328,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, hair,2,8
3.347775459289551,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, is,3,8
3.164307117462158,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, a,4,8
14.68310546875,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, rainbow,5,8
6.147732257843018,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, because,6,8
11.117581367492676,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, each,7,8
8.731657981872559,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, head,8,8
2.356764554977417,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, has,9,8
9.128427505493164,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, many,10,8
1.8772929906845093,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, different,11,8
1.7989140748977661,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after, colors,12,8
1.032893419265747,Harold feels hair is a rainbow because each head has many different colors.,metaphor,spillover after,.,13,8
10.653512001037598,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after,old,0,9
14.373210906982422,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, feels,1,9
17.970478057861328,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, hair,2,9
3.347775459289551,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, is,3,9
6.706962585449219,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, like,4,9
1.2447474002838135,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, a,5,9
10.340723991394043,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, rainbow,6,9
6.361314296722412,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, because,7,9
10.819717407226562,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, each,8,9
8.932836532592773,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, head,9,9
2.3401360511779785,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, has,10,9
8.934547424316406,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, many,11,9
1.9562959671020508,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, different,12,9
1.6308104991912842,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after, colors,13,9
1.0404143333435059,Harold feels hair is like a rainbow because each head has many different colors.,simile,spillover after,.,14,9
9.894698143005371,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, each,0,10
10.936543464660645,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, head,1,10
4.138989448547363,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, has,2,10
8.680156707763672,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, many,3,10
2.9538767337799072,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, different,4,10
7.495781898498535,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, colors,5,10
1.482102632522583,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before,",",6,10
23.290130615234375,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, Harold,7,10
10.223501205444336,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, feels,8,10
14.712398529052734,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, hair,9,10
3.5278549194335938,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, is,10,10
3.0751891136169434,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, a,11,10
12.653395652770996,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before, rainbow,12,10
2.273237705230713,"Because each head has many different colors, Harold feels hair is a rainbow.",metaphor,spillover before,.,13,10
9.894698143005371,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, each,0,11
10.936543464660645,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, head,1,11
4.138989448547363,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, has,2,11
8.680156707763672,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, many,3,11
2.9538767337799072,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, different,4,11
7.495781898498535,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, colors,5,11
1.482102632522583,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before,",",6,11
23.290130615234375,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, Harold,7,11
10.223501205444336,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, feels,8,11
14.712398529052734,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, hair,9,11
3.5278549194335938,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, is,10,11
6.170656681060791,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, like,11,11
0.8242348432540894,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, a,12,11
8.006294250488281,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before, rainbow,13,11
1.6804543733596802,"Because each head has many different colors, Harold feels hair is like a rainbow.",simile,spillover before,.,14,11
13.824925422668457,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, believes,0,12
18.450288772583008,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, liquor,1,12
2.8711509704589844,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, is,2,12
2.73034930229187,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, a,3,12
12.658117294311523,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, cr,4,12
0.44178906083106995,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after,utch,5,12
6.3186821937561035,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, because,6,12
1.2693415880203247,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, it,7,12
3.701857805252075,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, is,8,12
5.13755464553833,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, used,9,12
3.562424898147583,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, in,10,12
12.134709358215332,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, difficult,11,12
1.121272325515747,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after, situations,12,12
1.6036800146102905,Mary believes liquor is a crutch because it is used in difficult situations.,metaphor,spillover after,.,13,12
13.824925422668457,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, believes,0,13
18.450288772583008,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, liquor,1,13
2.8711509704589844,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, is,2,13
8.301618576049805,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, like,3,13
2.8985633850097656,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, a,4,13
11.82547378540039,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, cr,5,13
0.7139901518821716,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after,utch,6,13
6.7939534187316895,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, because,7,13
1.2997604608535767,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, it,8,13
3.8469574451446533,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, is,9,13
5.430868625640869,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, used,10,13
4.002677917480469,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, in,11,13
11.080015182495117,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, difficult,12,13
0.7767987251281738,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after, situations,13,13
1.3122470378875732,Mary believes liquor is like a crutch because it is used in difficult situations.,simile,spillover after,.,14,13
5.494843006134033,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, it,0,14
2.6430766582489014,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, is,1,14
9.141134262084961,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, used,2,14
2.09356689453125,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, in,3,14
14.097092628479004,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, difficult,4,14
2.046135902404785,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, situations,5,14
0.9944009780883789,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before,",",6,14
16.63561248779297,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, Mary,7,14
9.685603141784668,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, believes,8,14
17.608524322509766,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, liquor,9,14
2.1819097995758057,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, is,10,14
2.8212993144989014,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, a,11,14
12.419363975524902,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before, cr,12,14
0.27096235752105713,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before,utch,13,14
2.3104002475738525,"Because it is used in difficult situations, Mary believes liquor is a crutch.",metaphor,spillover before,.,14,14
5.494843006134033,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, it,0,15
2.6430766582489014,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, is,1,15
9.141134262084961,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, used,2,15
2.09356689453125,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, in,3,15
14.097092628479004,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, difficult,4,15
2.046135902404785,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, situations,5,15
0.9944009780883789,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before,",",6,15
16.63561248779297,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, Mary,7,15
9.685603141784668,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, believes,8,15
17.608524322509766,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, liquor,9,15
2.1819097995758057,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, is,10,15
8.411654472351074,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, like,11,15
2.0857396125793457,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, a,12,15
11.130134582519531,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before, cr,13,15
0.6279404163360596,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before,utch,14,15
1.898370623588562,"Because it is used in difficult situations, Mary believes liquor is like a crutch.",simile,spillover before,.,15,15
13.256147384643555,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, believes,0,16
15.778135299682617,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, arguments,1,16
4.196990966796875,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, are,2,16
13.76340103149414,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, war,3,16
8.3331298828125,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, because,4,16
10.957712173461914,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, two,5,16
2.2021379470825195,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, sides,6,16
9.484320640563965,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, engage,7,16
0.08834963291883469,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, in,8,16
8.061004638671875,John believes arguments are war because two sides engage in battle.,metaphor,spillover after, battle,9,16
1.8774118423461914,John believes arguments are war because two sides engage in battle.,metaphor,spillover after,.,10,16
13.256147384643555,John believes arguments are like war because two sides engage in battle.,simile,spillover after, believes,0,17
15.778135299682617,John believes arguments are like war because two sides engage in battle.,simile,spillover after, arguments,1,17
4.196990966796875,John believes arguments are like war because two sides engage in battle.,simile,spillover after, are,2,17
8.76440143585205,John believes arguments are like war because two sides engage in battle.,simile,spillover after, like,3,17
10.639784812927246,John believes arguments are like war because two sides engage in battle.,simile,spillover after, war,4,17
7.5916852951049805,John believes arguments are like war because two sides engage in battle.,simile,spillover after, because,5,17
10.157480239868164,John believes arguments are like war because two sides engage in battle.,simile,spillover after, two,6,17
1.8517558574676514,John believes arguments are like war because two sides engage in battle.,simile,spillover after, sides,7,17
9.126813888549805,John believes arguments are like war because two sides engage in battle.,simile,spillover after, engage,8,17
0.10773411393165588,John believes arguments are like war because two sides engage in battle.,simile,spillover after, in,9,17
6.279770374298096,John believes arguments are like war because two sides engage in battle.,simile,spillover after, battle,10,17
1.9217026233673096,John believes arguments are like war because two sides engage in battle.,simile,spillover after,.,11,17
9.768041610717773,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, two,0,18
8.117021560668945,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, sides,1,18
10.819973945617676,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, engage,2,18
0.3515855669975281,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, in,3,18
7.7479047775268555,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, battle,4,18
1.3412439823150635,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before,",",5,18
14.370271682739258,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, John,6,18
8.858953475952148,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, believes,7,18
16.075666427612305,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, arguments,8,18
2.469088077545166,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, are,9,18
11.810476303100586,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before, war,10,18
1.821023941040039,"Because two sides engage in battle, John believes arguments are war.",metaphor,spillover before,.,11,18
9.768041610717773,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, two,0,19
8.117021560668945,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, sides,1,19
10.819973945617676,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, engage,2,19
0.3515855669975281,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, in,3,19
7.7479047775268555,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, battle,4,19
1.3412439823150635,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before,",",5,19
14.370271682739258,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, John,6,19
8.858953475952148,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, believes,7,19
16.075666427612305,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, arguments,8,19
2.469088077545166,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, are,9,19
9.123981475830078,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, like,10,19
8.887475967407227,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before, war,11,19
1.4122592210769653,"Because two sides engage in battle, John believes arguments are like war.",simile,spillover before,.,12,19
14.669407844543457,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, thinks,0,20
20.15347671508789,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, billboards,1,20
2.3566973209381104,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, are,2,20
14.058547973632812,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, w,3,20
8.159222602844238,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after,arts,4,20
5.768773555755615,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, because,5,20
0.8166906833648682,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, they,6,20
10.338711738586426,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, clutter,7,20
1.190604329109192,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, the,8,20
5.497150421142578,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after, landscape,9,20
1.471850872039795,Mark thinks billboards are warts because they clutter the landscape.,metaphor,spillover after,.,10,20
14.669407844543457,Mark thinks billboards are like warts because they clutter the landscape.,simile,spillover after, thinks,0,21
20.15347671508789,Mark thinks billboards are like warts because they clutter the landscape.,simile,spillover after, billboards,1,21
2.3566973209381104,Mark thinks billboards are like warts because they clutter the landscape.,simile,spillover after, are,2,21
7.8023529052734375,Mark thinks billboards are like warts because they clutter the landscape.,simile,spillover after, like,3,21
